name,lat,lon,default_radius,open,close
MCDONALD,34.4723668,-81.8803767,20,0500,2359
MCDONALD,34.5082494,-81.85851869999999,20,0500,2359
MCDONALD,41.0849546,-82.40005889999999,20,0500,2359
MCDONALD,36.1289894,-96.3613533,20,0500,2359
MCDONALD,36.1350411,-96.12034609999999,20,0500,2359
MCDONALD,45.8418417,-74.0680902,20,0500,2359
MCDONALD,45.7649871,-73.99610299999999,20,0500,2359
MCDONALD,45.7611641,-74.0237997,20,0500,2359
MCDONALD,45.76180550000001,-74.01818,20,0500,2359
MCDONALD,45.7964295,-74.0101755,20,0500,2359
MCDONALD,35.6213218,-82.1808265,20,0500,2359
MCDONALD,35.6098957,-82.3200071,20,0500,2359
MCDONALD,38.07475107,-75.55913017,20,0500,2359
MCDONALD,36.07370868,-90.95478452,20,0500,2359
MCDONALD,39.7149633,-82.98633129999999,20,0500,2359
MCDONALD,43.6998629,-124.1105291,20,0500,2359
MCDONALD,40.46004810000001,-78.5954671,20,0500,2359
MCDONALD,43.7825435,-91.2196805,20,0500,2359
MCDONALD,43.8584034,-91.24069759999999,20,0500,2359
MCDONALD,43.87227600000001,-91.19494999999999,20,0500,2359
MCDONALD,43.924006,-91.24491160000001,20,0500,2359
MCDONALD,38.6772825,-76.8745615,20,0500,2359
MCDONALD,37.7627541,-86.4414918,20,0500,2359
MCDONALD,28.5213833,-98.1853599,20,0500,2359
MCDONALD,32.8643965,-90.39565069999999,20,0500,2359
MCDONALD,42.61922240000001,-73.1202029,20,0500,2359
MCDONALD,42.70077,-73.107952,20,0500,2359
MCDONALD,41.0194163,-76.85367339999999,20,0500,2359
MCDONALD,36.92541609999999,-88.3424847,20,0500,2359
MCDONALD,33.323555,-91.29251719999999,20,0500,2359
MCDONALD,33.8797693,-91.4823455,20,0500,2359
MCDONALD,46.5340788,-93.6972729,20,0500,2359
MCDONALD,44.9532597,-90.80096309999999,20,0500,2359
MCDONALD,40.38625378,-75.14591575,20,0500,2359
MCDONALD,36.2880291,-92.48053499999999,20,0500,2359
MCDONALD,36.60230300000001,-118.062022,20,0500,2359
MCDONALD,26.7548178,-80.9450416,20,0500,2359
MCDONALD,51.2098892,-102.4690077,20,0500,2359
MCDONALD,51.2050883,-102.4457609,20,0500,2359
MCDONALD,36.1132331,-93.70827179999999,20,0500,2359
MCDONALD,40.5874159,-122.3504947,20,0500,2359
MCDONALD,40.5840847,-122.3432773,20,0500,2359
MCDONALD,40.5631983,-122.3276544,20,0500,2359
MCDONALD,40.57068966,-122.3569572,20,0500,2359
MCDONALD,39.6778906,-80.85797269999999,20,0500,2359
MCDONALD,39.665212,-80.8585824,20,0500,2359
MCDONALD,39.0128304,-99.8909599,20,0500,2359
MCDONALD,37.14574538,-92.26210803,20,0500,2359
MCDONALD,20.8362094,-156.3372507,20,0500,2359
MCDONALD,36.95682619999999,-93.71887350000002,20,0500,2359
MCDONALD,36.41271251,-90.58693262,20,0500,2359
MCDONALD,38.9343498,-83.4172577,20,0500,2359
MCDONALD,36.3060141,-96.4637173,20,0500,2359
MCDONALD,36.2249396,-96.79537669999999,20,0500,2359
MCDONALD,36.9558709,-82.60225539999999,20,0500,2359
MCDONALD,36.96866389999999,-82.5940826,20,0500,2359
MCDONALD,41.7534548,-91.6069225,20,0500,2359
